episode,reward,average_reward,epsilon,steps,loss
2630,215.0,330.6,0.2683860473901401,1509371,0.5412
2631,200.0,330.3,0.26825185436644505,1509813,0.5216
2632,450.0,327.5,0.26811772843926185,1510642,2.3875
2633,360.0,329.3,0.2679836695750422,1511291,0.9230
2634,205.0,329.1,0.2678496777402547,1511674,1.4208
2635,315.0,328.65,0.2677157529013846,1512400,0.3619
2636,280.0,327.75,0.2675818950249339,1512922,1.0494
2637,320.0,326.35,0.2674481040774214,1513647,0.4106
2638,90.0,324.35,0.2673143800253827,1514009,1.4013
2639,285.0,325.95,0.26718072283537003,1514567,0.3109
2640,130.0,326.35,0.26704713247395234,1515002,0.5018
2641,300.0,326.3,0.26691360890771537,1515600,2.2642
2642,155.0,325.75,0.2667801521032615,1515888,0.8260
2643,115.0,323.95,0.2666467620272099,1516263,0.8530
2644,415.0,321.05,0.2665134386461963,1516974,0.8096
2645,320.0,321.9,0.26638018192687324,1517546,0.6659
2646,285.0,319.55,0.26624699183590983,1518161,0.7772
2647,415.0,319.6,0.2661138683399919,1518888,4.2328
2648,330.0,319.85,0.2659808114058219,1519535,0.9369
2649,355.0,319.7,0.265847821000119,1520117,0.9689
2650,365.0,322.3,0.26571489708961893,1520798,0.4951
2651,165.0,316.25,0.26558203964107413,1521544,0.6010
2652,80.0,313.65,0.26544924862125363,1521878,0.3333
2653,205.0,312.65,0.265316523996943,1522271,1.1815
2654,355.0,313.85,0.26518386573494457,1523002,1.3707
2655,410.0,316.1,0.2650512738020771,1523615,2.5635
2656,200.0,314.85,0.2649187481651761,1524103,3.2048
2657,260.0,314.1,0.2647862887910935,1524686,3.0363
2658,385.0,313.5,0.26465389564669795,1525306,0.6899
2659,465.0,311.35,0.2645215686988746,1526264,0.7543
2660,260.0,312.5,0.2643893079145252,1526811,0.6174
2661,295.0,314.2,0.26425711326056794,1527345,2.4369
2662,410.0,312.55,0.2641249847039377,1527984,2.8099
2663,490.0,314.95,0.2639929222115857,1528780,0.4618
2664,455.0,318.5,0.2638609257504799,1529607,1.5637
2665,365.0,319.55,0.2637289952876047,1530310,0.5986
2666,205.0,316.45,0.2635971307899609,1530824,0.7339
2667,315.0,317.2,0.2634653322245659,1531386,1.2591
2668,620.0,321.1,0.26333359955845365,1532185,1.0885
2669,430.0,322.0,0.26320193275867443,1532994,1.5351
2670,255.0,318.85,0.2630703317922951,1533397,3.8045
2671,465.0,321.0,0.26293879662639896,1534044,1.1074
2672,270.0,319.9,0.26280732722808575,1534491,0.6115
2673,360.0,320.1,0.2626759235644717,1535252,0.7321
2674,20.0,316.75,0.2625445856026895,1535501,1.2815
2675,225.0,315.9,0.26241331330988815,1535888,0.4540
2676,340.0,314.25,0.2622821066532332,1536428,0.9982
2677,360.0,316.1,0.2621509655999066,1537170,1.1885
2678,205.0,315.1,0.26201989011710664,1537773,0.3870
2679,290.0,315.4,0.2618888801720481,1538253,2.5461
2680,585.0,318.7,0.2617579357319621,1538905,1.1833
2681,165.0,311.1,0.26162705676409614,1539328,0.5623
2682,240.0,309.4,0.26149624323571413,1539916,0.5950
2683,605.0,313.6,0.2613654951140963,1540554,1.0160
2684,380.0,316.4,0.2612348123665393,1541188,0.9175
2685,105.0,312.15,0.26110419496035603,1541475,2.0518
2686,450.0,314.6,0.2609736428628759,1542260,1.2310
2687,325.0,313.5,0.2608431560414445,1542957,0.4478
2688,275.0,310.8,0.26071273446342375,1543413,2.0184
2689,500.0,310.05,0.26058237809619206,1543965,0.7368
2690,295.0,312.2,0.260452086907144,1544539,2.1970
2691,620.0,316.35,0.2603218608636904,1545227,1.1208
2692,235.0,316.3,0.2601916999332586,1545600,0.8834
2693,390.0,314.7,0.260061604083292,1546234,0.9599
2694,275.0,316.45,0.2599315732812503,1546847,0.8521
2695,320.0,318.4,0.25980160749460973,1547480,0.5202
2696,235.0,317.5,0.2596717066908624,1547965,1.0431
2697,175.0,317.1,0.259541870837517,1548355,2.1524
2698,355.0,315.65,0.25941209990209824,1549206,0.5398
2699,290.0,317.3,0.2592823938521472,1549794,0.3292
2700,185.0,316.9,0.25915275265522114,1550270,1.3156
2701,565.0,318.45,0.25902317627889354,1550904,0.3542
2702,500.0,321.9,0.2588936646907541,1551767,1.0835
2703,625.0,326.0,0.25876421785840875,1552621,1.3959
2704,410.0,324.7,0.25863483574947954,1553301,0.6488
2705,125.0,324.1,0.2585055183316048,1553598,1.1014
2706,390.0,324.2,0.258376265572439,1554452,0.6929
2707,165.0,324.0,0.25824707743965275,1554950,0.8042
2708,525.0,326.95,0.25811795390093295,1555962,0.6014
2709,720.0,331.15,0.2579888949239825,1556744,0.7992
2710,230.0,328.75,0.2578599004765206,1557143,0.8821
2711,95.0,326.4,0.25773097052628235,1557513,0.9827
2712,340.0,327.75,0.2576021050410192,1558163,1.3405
2713,300.0,329.0,0.2574733039884987,1558750,1.3286
2714,280.0,325.1,0.25734456733650446,1559336,0.4529
2715,295.0,324.4,0.2572158950528362,1559821,0.3916
2716,455.0,325.1,0.2570872871053098,1560629,0.6017
2717,125.0,325.1,0.2569587434617572,1561043,1.1342
2718,840.0,328.25,0.2568302640900263,1562125,1.3735
2719,455.0,330.5,0.2567018489579813,1562969,0.9553
2720,240.0,329.15,0.2565734980335023,1563520,0.7156
2721,235.0,329.65,0.2564452112844856,1563927,1.2795
2722,350.0,328.75,0.2563169886788434,1564575,2.2887
2723,260.0,326.35,0.256188830184504,1565036,0.5118
2724,215.0,326.5,0.25606073576941174,1565481,0.5521
2725,535.0,330.5,0.25593270540152707,1566219,1.1854
2726,395.0,328.25,0.25580473904882634,1566810,0.8282
2727,365.0,325.5,0.2556768366793019,1567459,0.5161
2728,195.0,326.85,0.2555489982609623,1567946,0.5475
2729,245.0,325.45,0.2554212237618318,1568465,0.6694
2730,800.0,331.3,0.2552935131499509,1569452,1.8028
2731,240.0,331.7,0.25516586639337596,1569921,0.5839
2732,335.0,330.55,0.25503828346017926,1570478,0.6186
2733,410.0,331.05,0.25491076431844917,1571082,1.1794
2734,310.0,332.1,0.25478330893629,1571696,0.2861
2735,125.0,330.2,0.25465591728182185,1571977,2.6572
2736,715.0,334.55,0.25452858932318095,1573080,1.3057
2737,245.0,333.8,0.25440132502851937,1573598,1.8714
2738,415.0,337.05,0.2542741243660051,1574148,0.9672
2739,225.0,336.45,0.2541469873038221,1574654,1.6213
2740,565.0,340.8,0.25401991381017025,1575274,1.1835
2741,140.0,339.2,0.2538929038532652,1575652,0.5364
2742,290.0,340.55,0.25376595740133856,1576452,1.3997
2743,200.0,341.4,0.2536390744226379,1576860,1.1085
2744,415.0,341.4,0.25351225488542656,1577787,0.5328
2745,190.0,340.1,0.2533854987579839,1578299,3.2529
2746,290.0,340.15,0.2532588060086049,1578991,0.5132
2747,290.0,338.9,0.2531321766056006,1579606,0.9959
2748,350.0,339.1,0.2530056105172978,1580264,1.2885
2749,370.0,339.25,0.2528791077120392,1580916,0.3725
2750,595.0,341.55,0.2527526681581832,1581555,1.8475
2751,315.0,343.05,0.2526262918241041,1582261,0.5457
2752,520.0,347.45,0.25249997867819207,1583193,0.6601
2753,125.0,346.65,0.252373728688853,1583560,0.5583
2754,310.0,346.2,0.2522475418245086,1584170,0.6894
2755,190.0,344.0,0.25212141805359634,1584750,0.8016
2756,400.0,346.0,0.25199535734456957,1585432,1.2237
2757,240.0,345.8,0.2518693596658973,1585989,1.1575
2758,655.0,348.5,0.25174342498606433,1586774,0.4258
2759,235.0,346.2,0.2516175532735713,1587276,0.4417
2760,315.0,346.75,0.25149174449693457,1587886,1.4571
2761,575.0,349.55,0.2513659986246861,1588813,1.0937
2762,395.0,349.4,0.2512403156253738,1589477,1.6635
2763,425.0,348.75,0.2511146954675611,1590220,0.6952
2764,310.0,347.3,0.2509891381198273,1590846,3.7128
2765,290.0,346.55,0.2508636435507674,1591455,0.9275
2766,255.0,347.05,0.250738211728992,1592018,0.7537
2767,355.0,347.45,0.25061284262312755,1592672,0.4221
2768,375.0,345.0,0.250487536201816,1593387,0.6070
2769,130.0,342.0,0.2503622924337151,1593779,2.1474
2770,175.0,341.2,0.25023711128749826,1594146,1.6090
2771,155.0,338.1,0.2501119927318545,1594615,0.8542
2772,335.0,338.75,0.2499869367354886,1595239,1.3346
2773,155.0,336.7,0.24986194326712088,1595696,1.5782
2774,335.0,339.85,0.24973701229548734,1596333,0.2934
2775,360.0,341.2,0.2496121437893396,1596948,1.2965
2776,155.0,339.35,0.24948733771744494,1597463,0.7519
2777,365.0,339.4,0.24936259404858624,1598251,1.2699
2778,435.0,341.7,0.24923791275156196,1599042,0.6584
2779,195.0,340.75,0.24911329379518618,1599533,1.0730
2780,630.0,341.2,0.2489887371482886,1600359,1.3214
2781,610.0,345.65,0.24886424277971447,1601121,1.7290
2782,445.0,347.7,0.24873981065832462,1601905,0.5626
2783,155.0,343.2,0.24861544075299546,1602363,0.9106
2784,370.0,343.1,0.248491133032619,1603075,2.6752
2785,160.0,343.65,0.2483668874661027,1603754,1.9057
2786,115.0,340.3,0.24824270402236964,1604129,0.5733
2787,365.0,340.7,0.24811858267035847,1604788,1.7709
2788,570.0,343.65,0.2479945233790233,1605492,0.5938
2789,545.0,344.1,0.24787052611733382,1606355,0.9631
2790,600.0,347.15,0.24774659085427517,1607507,0.4858
2791,210.0,343.05,0.24762271755884804,1608036,0.6220
2792,245.0,343.15,0.24749890620006865,1608581,1.5013
2793,110.0,340.35,0.24737515674696864,1608874,3.1440
2794,205.0,339.65,0.24725146916859517,1609319,0.6789
2795,185.0,338.3,0.2471278434340109,1609702,1.1450
2796,150.0,337.45,0.2470042795122939,1610100,0.2836
2797,250.0,338.2,0.24688077737253777,1610826,2.8033
2798,290.0,337.55,0.24675733698385152,1611392,0.4364
2799,285.0,337.5,0.2466339583153596,1611912,1.1290
2800,200.0,337.65,0.24651064133620196,1612317,0.6440
2801,135.0,333.35,0.24638738601553387,1612811,1.1029
2802,105.0,329.4,0.2462641923225261,1613111,0.7761
2803,375.0,326.9,0.24614106022636487,1613844,0.4121
2804,500.0,327.8,0.2460179896962517,1614542,0.5991
2805,435.0,330.9,0.2458949807014036,1615331,0.5748
2806,350.0,330.5,0.2457720332110529,1615991,0.5363
2807,220.0,331.05,0.2456491471944474,1616506,0.4783
2808,185.0,327.65,0.24552632262085017,1616928,0.4665
2809,105.0,321.5,0.24540355945953976,1617207,1.5755
2810,250.0,321.7,0.24528085767981,1617745,0.8674
2811,405.0,324.8,0.24515821725097012,1618452,0.4535
2812,315.0,324.55,0.24503563814234464,1619016,0.3694
2813,415.0,325.7,0.24491312032327348,1619605,1.0260
2814,525.0,328.15,0.24479066376311184,1620235,2.0690
2815,180.0,327.0,0.2446682684312303,1620631,0.5824
2816,185.0,324.3,0.24454593429701468,1621136,0.4535
2817,335.0,326.4,0.24442366132986618,1621752,0.6701
2818,205.0,320.05,0.24430144949920127,1622446,1.5163
2819,385.0,319.35,0.2441792987744517,1623061,0.5256
2820,330.0,320.25,0.24405720912506448,1623726,0.8231
2821,625.0,324.15,0.24393518052050198,1624713,2.5285
2822,205.0,322.7,0.24381321293024175,1625120,0.6425
2823,355.0,323.65,0.24369130632377664,1625788,0.5295
2824,120.0,322.7,0.24356946067061477,1626166,0.3086
2825,215.0,319.5,0.24344767594027947,1626673,0.4324
2826,200.0,317.55,0.24332595210230934,1627091,1.4638
2827,755.0,321.45,0.2432042891262582,1627990,2.4632
2828,260.0,322.1,0.24308268698169508,1628410,2.3465
2829,200.0,321.65,0.24296114563820426,1628893,0.6580
2830,545.0,319.1,0.24283966506538518,1629837,0.7440
2831,335.0,320.05,0.24271824523285251,1630401,0.4826
2832,475.0,321.45,0.2425968861102361,1631179,0.8255
2833,225.0,319.6,0.242475587667181,1631739,2.2053
2834,260.0,319.1,0.24235434987334742,1632380,0.7131
2835,245.0,320.3,0.24223317269841077,1633021,0.9128
2836,375.0,316.9,0.24211205611206157,1633675,0.6544
2837,240.0,316.85,0.24199100008400556,1634160,0.6944
2838,185.0,314.55,0.24187000458396357,1634535,1.4489
2839,260.0,314.9,0.2417490695816716,1635170,0.6820
2840,240.0,311.65,0.2416281950468808,1635783,0.4750
2841,580.0,316.05,0.24150738094935736,1636425,1.2921
2842,300.0,316.15,0.24138662725888269,1637001,3.9839
2843,225.0,316.4,0.24126593394525325,1637641,0.6420
2844,505.0,317.3,0.24114530097828063,1638250,0.6438
2845,365.0,319.05,0.2410247283277915,1638896,0.6393
2846,435.0,320.5,0.24090421596362763,1639532,1.1488
2847,445.0,322.05,0.24078376385564582,1640355,1.7813
2848,340.0,321.95,0.240663371973718,1641018,0.9429
2849,350.0,321.75,0.24054304028773116,1641716,1.2564
2850,335.0,319.15,0.2404227687675873,1642374,1.2207
2851,155.0,317.55,0.24030255738320352,1642847,0.7211
2852,235.0,314.7,0.24018240610451194,1643421,0.2330
2853,350.0,316.95,0.2400623149014597,1644044,0.4698
2854,600.0,319.85,0.239942283744009,1644869,1.7818
2855,170.0,319.65,0.23982231260213702,1645296,0.6362
2856,320.0,318.85,0.23970240144583596,1645962,0.5336
2857,255.0,319.0,0.23958255024511305,1646570,0.9070
2858,305.0,315.5,0.2394627589699905,1647320,0.7301
2859,230.0,315.45,0.23934302759050552,1647718,0.6345
2860,250.0,314.8,0.23922335607671028,1648294,1.9073
2861,175.0,310.8,0.23910374439867194,1648655,0.4137
2862,350.0,310.35,0.2389841925264726,1649325,1.2321
2863,390.0,310.0,0.23886470043020938,1649976,0.7763
2864,200.0,308.9,0.2387452680799943,1650363,1.4479
2865,375.0,309.75,0.2386258954459543,1651072,2.5603
2866,380.0,311.0,0.23850658249823134,1651731,0.8233
2867,550.0,312.95,0.23838732920698225,1652605,0.6362
2868,370.0,312.9,0.23826813554237877,1653263,0.6716
2869,220.0,313.8,0.2381490014746076,1653709,1.9645
2870,250.0,314.55,0.23802992697387032,1654370,3.1089
2871,385.0,316.85,0.2379109120103834,1655013,0.7466
2872,320.0,316.7,0.2377919565543782,1655667,1.1439
2873,375.0,318.9,0.23767306057610102,1656200,1.7783
2874,695.0,322.5,0.23755422404581297,1657059,0.5627
2875,415.0,323.05,0.23743544693379007,1657721,1.3332
2876,125.0,322.75,0.23731672921032318,1658252,2.4155
2877,205.0,321.15,0.23719807084571803,1658710,0.5513
2878,315.0,319.95,0.23707947181029518,1659312,4.8462
2879,60.0,318.6,0.23696093207439003,1659579,1.0355
2880,550.0,317.8,0.23684245160835285,1660412,0.9096
2881,205.0,313.75,0.2367240303825487,1660888,0.4430
2882,295.0,312.25,0.23660566836735744,1661449,0.5216
2883,450.0,315.2,0.2364873655331738,1662335,0.5951
2884,330.0,314.8,0.2363691218504072,1663028,0.9855
2885,775.0,320.95,0.23625093728948202,1663916,0.7046
2886,230.0,322.1,0.23613281182083729,1664530,0.7726
2887,265.0,321.1,0.23601474541492687,1665085,2.4559
2888,330.0,318.7,0.23589673804221942,1665595,1.9767
2889,300.0,316.25,0.23577878967319832,1666260,0.3067
2890,205.0,312.3,0.23566090027836173,1666781,0.5217
2891,410.0,314.3,0.23554306982822257,1667437,0.6788
2892,460.0,316.45,0.23542529829330847,1668022,1.5577
2893,365.0,319.0,0.23530758564416182,1668574,0.6194
2894,100.0,317.95,0.23518993185133974,1668893,0.6871
2895,540.0,321.5,0.2350723368854141,1669622,1.1429
2896,330.0,323.3,0.2349548007169714,1670285,0.8193
2897,165.0,322.45,0.23483732331661292,1670713,1.0560
2898,260.0,322.15,0.23471990465495463,1671283,1.3383
2899,215.0,321.45,0.23460254470262715,1671877,3.4718
2900,100.0,320.45,0.23448524343027585,1672155,1.7217
2901,100.0,320.1,0.23436800080856074,1672453,2.3077
2902,110.0,320.15,0.23425081680815646,1672823,3.7426
2903,295.0,319.35,0.2341336913997524,1673573,1.4230
2904,140.0,315.75,0.23401662455405253,1673964,1.1897
2905,360.0,315.0,0.23389961624177552,1674707,2.3155
2906,355.0,315.05,0.23378266643365464,1675350,2.5720
2907,280.0,315.65,0.23366577510043782,1675965,2.0261
2908,100.0,314.8,0.2335489422128876,1676246,0.8391
2909,170.0,315.45,0.2334321677417812,1676608,1.2672
2910,490.0,317.85,0.23331545165791032,1677530,2.3321
2911,100.0,314.8,0.23319879393208137,1677816,0.5698
2912,215.0,313.8,0.23308219453511533,1678260,0.5027
2913,385.0,313.5,0.23296565343784778,1678849,1.0843
2914,205.0,310.3,0.23284917061112886,1679338,1.0345
2915,205.0,310.55,0.2327327460258233,1679813,0.6650
2916,270.0,311.4,0.2326163796528104,1680470,1.3479
2917,545.0,313.5,0.23250007146298401,1681364,2.8328
2918,205.0,313.5,0.23238382142725253,1681795,0.8137
2919,295.0,312.6,0.23226762951653893,1682341,0.6909
2920,145.0,310.75,0.23215149570178067,1682813,0.7433
2921,270.0,307.2,0.2320354199539298,1683322,1.3744
2922,375.0,308.9,0.23191940224395283,1683989,3.0165
2923,415.0,309.5,0.23180344254283086,1684628,1.0135
2924,315.0,311.45,0.23168754082155946,1685103,0.5838
2925,250.0,311.8,0.2315716970511487,1685575,1.0552
2926,130.0,311.1,0.23145591120262313,1685870,0.4868
2927,275.0,306.3,0.23134018324702182,1686507,6.8103
2928,410.0,307.8,0.23122451315539833,1687181,1.2308
2929,630.0,312.1,0.23110890089882064,1687972,0.8106
2930,185.0,308.5,0.23099334644837125,1688373,0.6234
2931,310.0,308.25,0.23087784977514708,1689149,0.7498
2932,365.0,307.15,0.23076241085025953,1689761,0.5406
2933,395.0,308.85,0.2306470296448344,1690597,2.4636
2934,205.0,308.3,0.230531706130012,1691169,0.5692
2935,385.0,309.7,0.23041644027694702,1691942,0.4999
2936,400.0,309.95,0.23030123205680855,1692637,0.5936
2937,240.0,309.95,0.23018608144078015,1693138,2.9322
2938,470.0,312.8,0.23007098840005977,1693859,0.5962
2939,550.0,315.7,0.22995595290585974,1694722,1.5065
2940,480.0,318.1,0.22984097492940683,1695403,0.8026
2941,205.0,314.35,0.22972605444194213,1695905,1.0702
2942,90.0,312.25,0.22961119141472117,1696318,1.1556
2943,365.0,313.65,0.22949638581901383,1696972,0.6223
2944,265.0,311.25,0.22938163762610433,1697498,2.2048
2945,390.0,311.5,0.2292669468072913,1698181,1.3793
2946,205.0,309.2,0.22915231333388766,1698622,1.3336
2947,600.0,310.75,0.22903773717722073,1699331,2.2486
2948,410.0,311.45,0.22892321830863213,1700070,1.8214
2949,325.0,311.2,0.22880875669947784,1700829,1.5562
2950,385.0,311.7,0.2286943523211281,1701487,0.5879
2951,275.0,312.9,0.22858000514496757,1702163,3.2077
2952,155.0,312.1,0.2284657151423951,1702765,0.7757
2953,385.0,312.45,0.22835148228482394,1703379,0.3304
2954,540.0,311.85,0.22823730654368155,1704321,0.7653
2955,365.0,313.8,0.22812318789040972,1704932,0.4055
2956,330.0,313.9,0.22800912629646453,1705586,0.5483
2957,160.0,312.95,0.2278951217333163,1705977,1.0678
2958,265.0,312.55,0.22778117417244967,1706439,0.5356
2959,130.0,311.55,0.22766728358536345,1706837,3.0710
2960,360.0,312.65,0.22755344994357077,1707525,1.1728
2961,325.0,314.15,0.227439673218599,1708256,3.1763
2962,380.0,314.45,0.22732595338198971,1708899,1.1619
2963,165.0,312.2,0.22721229040529872,1709299,0.6630
2964,235.0,312.55,0.22709868426009608,1709903,1.0647
2965,555.0,314.35,0.22698513491796604,1710957,1.6107
2966,290.0,313.45,0.22687164235050708,1711470,2.1172
2967,515.0,313.1,0.22675820652933185,1712522,0.4014
2968,340.0,312.8,0.2266448274260672,1713129,0.5916
2969,375.0,314.35,0.2265315050123542,1713833,1.1512
2970,215.0,314.0,0.22641823925984803,1714229,0.7657
2971,405.0,314.2,0.2263050301402181,1714834,1.3978
2972,110.0,312.1,0.226191877625148,1715195,0.3894
2973,260.0,310.95,0.22607878168633544,1715782,1.3884
2974,210.0,306.1,0.2259657422954923,1716303,1.1790
2975,120.0,303.15,0.22585275942434457,1716687,1.5873
2976,555.0,307.45,0.2257398330446324,1717604,0.5871
2977,495.0,310.35,0.22562696312811012,1718420,0.7236
2978,360.0,310.8,0.22551414964654606,1719026,0.5446
2979,235.0,312.55,0.22540139257172281,1719502,0.9929
2980,355.0,310.6,0.22528869187543696,1720172,0.4448
2981,220.0,310.75,0.22517604752949924,1720879,0.8574
2982,310.0,310.9,0.2250634595057345,1721665,0.6950
2983,475.0,311.15,0.22495092777598164,1722487,1.1997
2984,275.0,310.6,0.22483845231209365,1723095,0.6929
2985,430.0,307.15,0.2247260330859376,1723689,2.0367
2986,475.0,309.6,0.22461367006939464,1724477,2.2590
2987,365.0,310.6,0.22450136323435996,1725389,2.4960
2988,370.0,311.0,0.2243891125527428,1726093,2.2693
2989,375.0,311.75,0.22427691799646643,1726735,0.9925
2990,350.0,313.2,0.22416477953746822,1727375,0.5485
2991,245.0,311.55,0.2240526971476995,1727997,2.1382
2992,325.0,310.2,0.22394067079912566,1728634,0.7612
2993,355.0,310.1,0.2238287004637261,1729215,2.3580
2994,410.0,313.2,0.22371678611349424,1730013,1.4214
2995,295.0,310.75,0.2236049277204375,1730650,0.6932
2996,310.0,310.55,0.2234931252565773,1731321,1.1128
2997,290.0,311.8,0.22338137869394903,1731862,0.3365
2998,190.0,311.1,0.22326968800460206,1732363,0.7325
2999,210.0,311.05,0.22315805316059978,1732850,0.3978
3000,340.0,313.45,0.22304647413401948,1733408,1.0084
3001,265.0,315.1,0.22293495089695248,1733958,0.5379
3002,205.0,316.05,0.22282348342150401,1734501,0.8990
3003,320.0,316.3,0.2227120716797933,1735161,0.9131
3004,105.0,315.95,0.2226007156439534,1735448,1.1543
3005,385.0,316.2,0.22248941528613142,1736062,4.1576
3006,460.0,317.25,0.22237817057848835,1736848,0.4476
3007,335.0,317.8,0.22226698149319912,1737512,0.6705
3008,230.0,319.1,0.22215584800245253,1737920,0.7083
3009,275.0,320.15,0.2220447700784513,1738548,1.0332
3010,320.0,318.45,0.2219337476934121,1739131,0.7657
3011,415.0,321.6,0.22182278081956538,1739816,0.5000
3012,280.0,322.25,0.2217118694291556,1740416,0.8068
3013,100.0,319.4,0.22160101349444103,1740695,0.8229
3014,410.0,321.45,0.2214902129876938,1741330,1.3711
3015,255.0,321.95,0.22137946788119997,1742066,1.2281
3016,125.0,320.5,0.22126877814725937,1742345,0.6007
3017,240.0,317.45,0.22115814375818577,1742795,1.2892
3018,280.0,318.2,0.22104756468630668,1743392,1.2203
3019,420.0,319.45,0.22093704090396354,1744107,0.3749
3020,230.0,320.3,0.22082657238351158,1744510,0.6429
3021,105.0,318.65,0.22071615909731984,1744806,0.4321
3022,750.0,322.4,0.2206058010177712,1745976,0.5681
3023,480.0,323.05,0.22049549811726232,1746779,0.4869
3024,195.0,321.85,0.2203852503682037,1747251,0.4945
3025,260.0,321.95,0.22027505774301961,1747820,2.5942
3026,635.0,327.0,0.22016492021414813,1748591,0.4196
3027,390.0,328.15,0.22005483775404105,1749182,0.3711
3028,345.0,327.5,0.21994481033516405,1749797,2.8025
3029,370.0,324.9,0.21983483792999647,1750474,3.3549
3030,610.0,329.15,0.21972492051103149,1751161,0.4950
3031,125.0,327.3,0.21961505805077597,1751467,2.0568
3032,555.0,329.2,0.2195052505217506,1752161,1.1314
3033,100.0,326.25,0.21939549789648974,1752436,0.4577
3034,360.0,327.8,0.2192858001475415,1753114,0.3185
3035,315.0,327.1,0.21917615724746775,1753699,1.7245
3036,145.0,324.55,0.21906656916884404,1754252,1.4862
3037,275.0,324.9,0.21895703588425963,1754797,0.8058
3038,785.0,328.05,0.2188475573663175,1755596,2.0089
3039,205.0,324.6,0.21873813358763436,1756032,0.7799
3040,635.0,326.15,0.21862876452084054,1756819,0.7324
3041,475.0,328.85,0.21851945013858012,1757582,0.8436
3042,330.0,331.25,0.21841019041351084,1758403,1.4707
3043,125.0,328.85,0.2183009853183041,1758692,0.9453
3044,280.0,329.0,0.21819183482564497,1759403,0.5113
3045,285.0,327.95,0.21808273890823215,1760006,0.9148
3046,480.0,330.7,0.21797369753877804,1760632,0.6669
3047,410.0,328.8,0.21786471069000868,1761278,2.0299
3048,520.0,329.9,0.2177557783346637,1762172,0.8922
3049,315.0,329.8,0.21764690044549637,1762738,1.3198
3050,125.0,327.2,0.21753807699527364,1763020,1.0701
3051,460.0,329.05,0.217429307956776,1763830,0.7187
3052,295.0,330.45,0.21732059330279763,1764438,1.3665
3053,610.0,332.7,0.21721193300614625,1765041,1.2184
3054,700.0,334.3,0.2171033270396432,1765910,1.5344
3055,220.0,332.85,0.21699477537612338,1766505,1.1822
3056,260.0,332.15,0.21688627798843532,1766876,0.5620
3057,600.0,336.55,0.2167778348494411,1767887,0.3873
3058,610.0,340.0,0.2166694459320164,1768558,1.1376
3059,290.0,341.6,0.2165611112090504,1769067,0.4628
3060,350.0,341.5,0.21645283065344587,1769706,0.7571
3061,335.0,341.6,0.21634460423811916,1770288,0.7879
3062,225.0,340.05,0.21623643193600012,1770733,0.7134
3063,125.0,339.65,0.21612831372003213,1771011,1.8278
3064,265.0,339.95,0.21602024956317212,1771616,1.2943
3065,305.0,337.45,0.21591223943839055,1772341,0.4640
3066,420.0,338.75,0.21580428331867138,1772991,2.7802
3067,115.0,334.75,0.21569638117701206,1773391,1.9734
3068,530.0,336.65,0.21558853298642358,1774045,1.0990
3069,390.0,336.8,0.21548073871993037,1774595,0.9285
3070,360.0,338.25,0.21537299835057042,1775236,0.8434
3071,355.0,337.75,0.21526531185139514,1775866,1.0634
3072,155.0,338.2,0.21515767919546944,1776147,1.9223
3073,200.0,337.6,0.21505010035587172,1776636,1.2803
3074,395.0,339.45,0.2149425753056938,1777230,0.9193
3075,490.0,343.15,0.21483510401804096,1778121,0.9211
3076,305.0,340.65,0.21472768646603194,1778617,0.4866
3077,265.0,338.35,0.21462032262279893,1779195,0.4934
3078,325.0,338.0,0.21451301246148755,1779738,2.9666
3079,280.0,338.45,0.21440575595525682,1780366,1.6805
3080,515.0,340.05,0.2142985530772792,1781285,0.6985
3081,100.0,338.85,0.2141914038007406,1781580,0.3112
3082,405.0,339.8,0.21408430809884024,1782246,1.1169
3083,425.0,339.3,0.21397726594479083,1782789,2.5760
3084,120.0,337.75,0.21387027731181846,1783174,0.9500
3085,315.0,336.6,0.21376334217316256,1783641,2.3591
3086,170.0,333.55,0.21365646050207598,1784150,1.0776
3087,80.0,330.7,0.21354963227182497,1784439,1.2004
3088,295.0,329.95,0.21344285745568906,1785060,0.8627
3089,225.0,328.45,0.21333613602696122,1785568,2.2976
3090,310.0,328.05,0.21322946795894776,1786185,0.5502
3091,210.0,327.7,0.2131228532249683,1786672,0.9320
3092,205.0,326.5,0.21301629179835582,1787128,1.7635
3093,220.0,325.15,0.21290978365245666,1787591,0.7433
3094,415.0,325.2,0.21280332876063043,1788363,1.2967
3095,225.0,324.5,0.21269692709625013,1788853,0.6624
3096,505.0,326.45,0.212590578632702,1789475,1.9580
3097,310.0,326.65,0.21248428334338568,1790009,1.7517
3098,125.0,326.0,0.212378041201714,1790293,1.4304
3099,310.0,327.0,0.21227185218111316,1790944,2.4044
3100,60.0,324.2,0.21216571625502262,1791237,0.4699
3101,165.0,323.2,0.21205963339689513,1791704,0.4833
3102,205.0,323.2,0.2119536035801967,1792399,0.7974
3103,380.0,323.8,0.2118476267784066,1793060,0.9752
3104,405.0,326.8,0.2117417029650174,1793666,0.4985
3105,190.0,324.85,0.2116358321135349,1794175,1.9841
3106,125.0,321.5,0.21153001419747813,1794456,0.7729
3107,325.0,321.4,0.21142424919037942,1795019,1.0419
3108,275.0,321.85,0.21131853706578424,1795569,0.4361
3109,465.0,323.75,0.21121287779725137,1796387,0.6667
3110,670.0,327.25,0.21110727135835275,1797384,1.2272
3111,195.0,325.05,0.2110017177226736,1797871,0.5161
