episode,score,clipped_reward,average_score,epsilon,steps,loss
7578,545.0,33.0,340.8,0.2822,4237222,0.008403
7579,290.0,22.0,342.0,0.2821,4237848,0.113701
7580,375.0,24.0,342.2,0.2820,4238598,0.008806
7581,445.0,29.0,340.6,0.2819,4239263,0.009941
7582,265.0,20.0,341.6,0.2818,4239831,0.010866
7583,290.0,22.0,339.7,0.2817,4240574,0.010686
7584,200.0,14.0,339.1,0.2816,4240975,0.013300
7585,135.0,11.0,337.1,0.2815,4241458,0.029858
7586,355.0,25.0,336.1,0.2814,4242162,0.107019
7587,400.0,26.0,336.4,0.2813,4242944,0.011161
7588,555.0,26.0,339.1,0.2812,4243835,0.069211
7589,350.0,25.0,338.7,0.2811,4244612,0.012550
7590,515.0,24.0,340.2,0.2810,4245228,0.013300
7591,190.0,15.0,339.6,0.2809,4245703,0.006117
7592,225.0,19.0,338.1,0.2809,4246166,0.011025
7593,385.0,25.0,335.4,0.2808,4246837,0.019966
7594,245.0,20.0,335.4,0.2807,4247373,0.013327
7595,410.0,27.0,331.8,0.2806,4248213,0.009336
7596,290.0,21.0,330.7,0.2805,4248717,0.013134
7597,360.0,25.0,331.1,0.2804,4249434,0.008003
7598,575.0,34.0,331.2,0.2803,4250620,0.023391
7599,170.0,15.0,330.8,0.2802,4251138,0.008663
7600,385.0,25.0,327.4,0.2801,4251866,0.010985
7601,415.0,27.0,327.6,0.2800,4252620,0.010293
7602,240.0,19.0,326.6,0.2799,4253220,0.016498
7603,190.0,14.0,323.6,0.2798,4253690,0.008601
7604,170.0,12.0,322.9,0.2797,4254062,0.014007
7605,335.0,23.0,319.1,0.2796,4254722,0.016287
7606,640.0,28.0,322.4,0.2795,4255477,0.010569
7607,230.0,16.0,320.2,0.2794,4256110,0.010554
7608,410.0,26.0,321.9,0.2793,4256714,0.005690
7609,265.0,18.0,318.6,0.2792,4257279,0.007721
7610,190.0,18.0,316.5,0.2791,4257837,0.006899
7611,720.0,33.0,318.9,0.2791,4258739,0.006697
7612,175.0,14.0,318.2,0.2790,4259338,0.018057
7613,215.0,16.0,314.6,0.2789,4259860,0.006837
7614,230.0,15.0,315.5,0.2788,4260350,0.008278
7615,140.0,11.0,311.6,0.2787,4260828,0.011882
7616,155.0,11.0,310.4,0.2786,4261336,0.007837
7617,140.0,10.0,309.6,0.2785,4261684,0.012706
7618,565.0,26.0,313.1,0.2784,4262372,0.024759
7619,175.0,14.0,310.6,0.2783,4262802,0.027988
7620,585.0,24.0,311.1,0.2782,4263477,0.007435
7621,190.0,13.0,310.8,0.2781,4263967,0.027996
7622,50.0,6.0,308.6,0.2780,4264266,0.025064
7623,315.0,22.0,309.8,0.2779,4264887,0.009418
7624,375.0,26.0,310.4,0.2778,4265625,0.010992
7625,285.0,18.0,311.6,0.2777,4266156,0.161559
7626,260.0,16.0,311.6,0.2776,4266652,0.016280
7627,185.0,14.0,310.9,0.2775,4267080,0.007678
7628,305.0,20.0,309.9,0.2774,4267746,0.014055
7629,240.0,16.0,307.9,0.2773,4268432,0.013007
7630,400.0,27.0,311.0,0.2773,4269188,0.014538
7631,345.0,23.0,312.4,0.2772,4269787,0.010261
7632,460.0,30.0,312.7,0.2771,4270456,0.033651
7633,235.0,16.0,312.1,0.2770,4271045,0.007875
7634,150.0,13.0,311.1,0.2769,4271489,0.010891
7635,260.0,19.0,311.5,0.2768,4272097,0.013319
7636,515.0,32.0,313.9,0.2767,4272886,0.016717
7637,115.0,10.0,308.3,0.2766,4273300,0.023314
7638,350.0,22.0,309.6,0.2765,4273874,0.136221
7639,210.0,15.0,310.2,0.2764,4274258,0.004967
7640,305.0,19.0,310.2,0.2763,4274982,0.008124
7641,200.0,16.0,308.6,0.2762,4275470,0.136681
7642,310.0,20.0,310.6,0.2761,4276011,0.206981
7643,155.0,12.0,308.9,0.2760,4276414,0.021639
7644,360.0,25.0,311.0,0.2759,4277159,0.012624
7645,170.0,12.0,310.4,0.2758,4277528,0.007742
7646,490.0,31.0,310.9,0.2757,4278235,0.020638
7647,180.0,15.0,310.1,0.2756,4278767,0.004669
7648,120.0,8.0,309.4,0.2755,4279167,0.010623
7649,190.0,14.0,309.3,0.2755,4279579,0.072989
7650,220.0,17.0,309.1,0.2754,4280051,0.019967
7651,380.0,25.0,310.1,0.2753,4280622,0.005352
7652,215.0,18.0,308.8,0.2752,4281144,0.011626
7653,390.0,27.0,308.3,0.2751,4281967,0.007586
7654,220.0,16.0,309.1,0.2750,4282433,0.014962
7655,220.0,17.0,310.2,0.2749,4282947,0.146646
7656,200.0,15.0,309.4,0.2748,4283476,0.006728
7657,365.0,14.0,309.0,0.2747,4284005,0.009791
7658,240.0,16.0,308.1,0.2746,4284482,0.024608
7659,415.0,24.0,308.9,0.2745,4285034,0.010575
7660,230.0,17.0,307.2,0.2744,4285457,0.027039
7661,60.0,6.0,306.1,0.2743,4285748,0.005713
7662,485.0,30.0,309.0,0.2742,4286528,0.007165
7663,490.0,22.0,312.0,0.2741,4287324,0.009301
7664,220.0,16.0,311.9,0.2740,4287729,0.024435
7665,260.0,19.0,310.0,0.2739,4288282,0.007250
7666,860.0,32.0,315.5,0.2738,4289263,0.040511
7667,310.0,22.0,313.9,0.2737,4290010,0.015533
7668,355.0,24.0,315.4,0.2737,4290715,0.018175
7669,245.0,19.0,314.7,0.2736,4291167,0.032367
7670,515.0,32.0,314.1,0.2735,4291921,0.007607
7671,385.0,25.0,315.8,0.2734,4292591,0.012365
7672,615.0,29.0,315.9,0.2733,4293368,0.140272
7673,335.0,24.0,316.4,0.2732,4293993,0.040737
7674,270.0,21.0,315.9,0.2731,4294547,0.010703
7675,435.0,28.0,316.5,0.2730,4295350,0.007399
7676,290.0,19.0,317.4,0.2729,4295828,0.082218
7677,435.0,29.0,315.2,0.2728,4296587,0.007660
7678,340.0,22.0,313.2,0.2727,4297299,0.009089
7679,505.0,23.0,315.4,0.2726,4298017,0.016263
7680,455.0,20.0,316.1,0.2725,4298680,0.034467
7681,490.0,31.0,316.6,0.2724,4299484,0.006186
7682,225.0,19.0,316.2,0.2723,4300106,0.037073
7683,830.0,37.0,321.6,0.2722,4301244,0.010924
7684,660.0,30.0,326.2,0.2721,4302169,0.016353
7685,245.0,17.0,327.3,0.2720,4302862,0.012475
7686,360.0,24.0,327.4,0.2719,4303510,0.012301
7687,190.0,17.0,325.2,0.2719,4304212,0.005048
7688,345.0,23.0,323.1,0.2718,4305231,0.012167
7689,310.0,21.0,322.8,0.2717,4305796,0.026233
7690,435.0,26.0,321.9,0.2716,4306466,0.020746
7691,170.0,13.0,321.8,0.2715,4306936,0.025134
7692,225.0,17.0,321.8,0.2714,4307593,0.018645
7693,255.0,17.0,320.4,0.2713,4308151,0.008373
7694,205.0,14.0,320.1,0.2712,4308632,0.017801
7695,265.0,19.0,318.6,0.2711,4309300,0.019809
7696,550.0,24.0,321.2,0.2710,4309903,0.014914
7697,330.0,22.0,320.9,0.2709,4310475,0.006719
7698,255.0,20.0,317.7,0.2708,4311065,0.010152
7699,440.0,29.0,320.4,0.2707,4311745,0.006549
7700,310.0,22.0,319.6,0.2706,4312441,0.021173
7701,160.0,12.0,317.1,0.2705,4312816,0.019249
7702,145.0,10.0,316.1,0.2704,4313199,0.105896
7703,345.0,21.0,317.7,0.2703,4313918,0.014832
7704,220.0,16.0,318.2,0.2702,4314394,0.010431
7705,390.0,26.0,318.8,0.2701,4315222,0.008560
7706,230.0,15.0,314.6,0.2701,4315632,0.010576
7707,200.0,15.0,314.4,0.2700,4316074,0.007463
7708,465.0,28.0,314.9,0.2699,4316732,0.006465
7709,165.0,15.0,313.9,0.2698,4317377,0.007600
7710,230.0,15.0,314.3,0.2697,4317746,0.131514
7711,265.0,19.0,309.8,0.2696,4318222,0.010197
7712,180.0,14.0,309.8,0.2695,4318580,0.026099
7713,310.0,21.0,310.8,0.2694,4319225,0.013108
7714,505.0,22.0,313.5,0.2693,4319860,0.006347
7715,645.0,30.0,318.6,0.2692,4320720,0.006743
7716,345.0,25.0,320.4,0.2691,4321323,0.007890
7717,325.0,22.0,322.3,0.2690,4321993,0.011311
7718,270.0,18.0,319.4,0.2689,4322579,0.013294
7719,395.0,25.0,321.6,0.2688,4323279,0.009249
7720,315.0,21.0,318.9,0.2687,4323964,0.007247
7721,270.0,18.0,319.6,0.2686,4324591,0.011056
7722,510.0,23.0,324.2,0.2685,4325213,0.012470
7723,280.0,19.0,323.9,0.2684,4325906,0.009899
7724,210.0,16.0,322.2,0.2683,4326315,0.015656
7725,775.0,35.0,327.1,0.2683,4327214,0.008888
7726,275.0,20.0,327.3,0.2682,4327692,0.007548
7727,180.0,15.0,327.2,0.2681,4328314,0.013996
7728,415.0,26.0,328.4,0.2680,4329021,0.008383
7729,270.0,18.0,328.6,0.2679,4329642,0.015701
7730,600.0,35.0,330.6,0.2678,4330682,0.011565
7731,490.0,31.0,332.1,0.2677,4331569,0.012779
7732,240.0,19.0,329.9,0.2676,4332176,0.021664
7733,215.0,16.0,329.7,0.2675,4332699,0.011764
7734,190.0,14.0,330.1,0.2674,4333191,0.057980
7735,495.0,31.0,332.4,0.2673,4334044,0.006739
7736,505.0,24.0,332.4,0.2672,4334823,0.005024
7737,270.0,21.0,333.9,0.2671,4335469,0.008626
7738,210.0,15.0,332.5,0.2670,4335923,0.079343
7739,545.0,33.0,335.9,0.2669,4336978,0.021765
7740,240.0,19.0,335.2,0.2668,4337405,0.016993
7741,305.0,19.0,336.2,0.2667,4337937,0.006230
7742,435.0,28.0,337.5,0.2666,4338722,0.134143
7743,165.0,12.0,337.6,0.2665,4339168,0.011628
7744,495.0,31.0,338.9,0.2665,4340032,0.014990
7745,210.0,16.0,339.4,0.2664,4340501,0.085395
7746,465.0,30.0,339.1,0.2663,4341404,0.008298
7747,360.0,25.0,340.9,0.2662,4342076,0.010658
7748,275.0,18.0,342.4,0.2661,4342584,0.009269
7749,285.0,21.0,343.4,0.2660,4343154,0.005102
7750,280.0,19.0,344.0,0.2659,4343719,0.012562
7751,160.0,14.0,341.8,0.2658,4344177,0.019705
7752,325.0,21.0,342.9,0.2657,4344805,0.013522
7753,205.0,15.0,341.1,0.2656,4345334,0.009399
7754,365.0,23.0,342.5,0.2655,4346042,0.017595
7755,240.0,16.0,342.7,0.2654,4346623,0.023543
7756,375.0,26.0,344.4,0.2653,4347328,0.024518
7757,310.0,22.0,343.9,0.2652,4347918,0.081338
7758,390.0,23.0,345.4,0.2651,4348511,0.018099
7759,435.0,28.0,345.6,0.2650,4349237,0.024591
7760,555.0,25.0,348.9,0.2649,4349884,0.020510
7761,160.0,13.0,349.9,0.2648,4350397,0.008612
7762,280.0,19.0,347.8,0.2647,4350964,0.012875
7763,545.0,25.0,348.4,0.2647,4351801,0.029932
7764,545.0,33.0,351.6,0.2646,4352756,0.021245
7765,190.0,16.0,350.9,0.2645,4353267,0.009130
7766,315.0,21.0,345.4,0.2644,4353914,0.014638
7767,435.0,29.0,346.7,0.2643,4354853,0.008232
7768,205.0,14.0,345.2,0.2642,4355335,0.011413
7769,255.0,19.0,345.3,0.2641,4355937,0.013240
7770,205.0,15.0,342.2,0.2640,4356398,0.015803
7771,335.0,24.0,341.7,0.2639,4357058,0.014162
7772,650.0,39.0,342.1,0.2638,4358194,0.007548
7773,210.0,17.0,340.8,0.2637,4358685,0.007976
7774,265.0,17.0,340.8,0.2636,4359122,0.014012
7775,450.0,27.0,340.9,0.2635,4359796,0.008398
7776,235.0,18.0,340.4,0.2634,4360368,0.017126
7777,530.0,22.0,341.3,0.2633,4361047,0.005913
7778,555.0,33.0,343.4,0.2632,4362168,0.010112
7779,175.0,12.0,340.1,0.2631,4362590,0.149166
7780,540.0,33.0,341.0,0.2630,4363542,0.005338
7781,230.0,18.0,338.4,0.2629,4364070,0.045642
7782,285.0,20.0,339.0,0.2629,4364519,0.010811
7783,320.0,22.0,333.9,0.2628,4365030,0.014947
7784,390.0,23.0,331.2,0.2627,4365648,0.024862
7785,140.0,11.0,330.1,0.2626,4366151,0.006454
7786,195.0,17.0,328.5,0.2625,4366715,0.015993
7787,135.0,11.0,327.9,0.2624,4367147,0.007677
7788,320.0,22.0,327.7,0.2623,4367741,0.016444
7789,375.0,25.0,328.4,0.2622,4368300,0.009380
7790,475.0,30.0,328.8,0.2621,4369213,0.011931
7791,610.0,27.0,333.1,0.2620,4369898,0.087359
7792,335.0,21.0,334.2,0.2619,4370414,0.020103
7793,315.0,21.0,334.9,0.2618,4371073,0.008573
7794,310.0,22.0,335.9,0.2617,4371677,0.008717
7795,320.0,20.0,336.4,0.2616,4372246,0.042094
7796,395.0,27.0,334.9,0.2615,4372870,0.013965
7797,485.0,23.0,336.4,0.2614,4373659,0.009036
7798,375.0,23.0,337.6,0.2613,4374339,0.008460
7799,555.0,32.0,338.8,0.2612,4375023,0.008952
7800,470.0,30.0,340.4,0.2611,4375778,0.010989
7801,270.0,19.0,341.5,0.2611,4376312,0.013407
7802,285.0,22.0,342.9,0.2610,4376877,0.020163
7803,315.0,22.0,342.6,0.2609,4377557,0.010162
7804,230.0,17.0,342.7,0.2608,4378090,0.007029
7805,345.0,23.0,342.2,0.2607,4378727,0.013563
7806,635.0,37.0,346.3,0.2606,4379833,0.010491
7807,310.0,21.0,347.4,0.2605,4380463,0.015833
7808,775.0,35.0,350.5,0.2604,4381463,0.022614
7809,265.0,18.0,351.5,0.2603,4381916,0.014801
7810,635.0,30.0,355.6,0.2602,4382827,0.011363
7811,205.0,14.0,354.9,0.2601,4383252,0.008396
7812,455.0,29.0,357.7,0.2600,4383959,0.005247
7813,280.0,21.0,357.4,0.2599,4384498,0.009596
7814,250.0,19.0,354.9,0.2598,4385145,0.012412
7815,545.0,33.0,353.9,0.2597,4386086,0.026274
7816,450.0,28.0,354.9,0.2596,4386671,0.007939
7817,255.0,18.0,354.2,0.2595,4387286,0.014507
7818,170.0,14.0,353.2,0.2594,4387759,0.010358
7819,360.0,23.0,352.9,0.2593,4388422,0.006253
7820,305.0,22.0,352.8,0.2593,4389216,0.007008
7821,145.0,13.0,351.5,0.2592,4389642,0.007371
7822,420.0,26.0,350.6,0.2591,4390375,0.011591
7823,155.0,11.0,349.4,0.2590,4390853,0.007633
7824,90.0,9.0,348.1,0.2589,4391280,0.010370
7825,575.0,34.0,346.1,0.2588,4392249,0.010605
7826,285.0,19.0,346.2,0.2587,4392798,0.130139
7827,405.0,25.0,348.5,0.2586,4393415,0.011320
7828,485.0,21.0,349.2,0.2585,4394018,0.008210
7829,295.0,20.0,349.4,0.2584,4394578,0.011327
7830,175.0,13.0,345.2,0.2583,4394979,0.007336
7831,535.0,32.0,345.6,0.2582,4395866,0.016115
7832,340.0,23.0,346.6,0.2581,4396425,0.008209
7833,625.0,29.0,350.8,0.2580,4397158,0.012578
7834,405.0,27.0,352.9,0.2579,4398061,0.018516
7835,320.0,22.0,351.1,0.2578,4398607,0.023442
7836,390.0,25.0,350.0,0.2577,4399210,0.008710
7837,775.0,35.0,355.1,0.2576,4400166,0.126745
7838,365.0,24.0,356.6,0.2575,4400781,0.019712
7839,295.0,21.0,354.1,0.2575,4401423,0.006389
7840,430.0,28.0,356.0,0.2574,4402270,0.021512
7841,450.0,29.0,357.4,0.2573,4403092,0.006840
7842,415.0,28.0,357.2,0.2572,4403805,0.042776
7843,275.0,20.0,358.4,0.2571,4404387,0.013389
7844,315.0,22.0,356.6,0.2570,4405038,0.024312
7845,210.0,15.0,356.6,0.2569,4405552,0.007114
7846,510.0,32.0,357.0,0.2568,4406420,0.008845
7847,155.0,14.0,354.9,0.2567,4406988,0.012414
7848,205.0,15.0,354.2,0.2566,4407472,0.113726
7849,365.0,26.0,355.1,0.2565,4408196,0.009721
7850,220.0,17.0,354.4,0.2564,4408689,0.130236
7851,465.0,28.0,357.5,0.2563,4409372,0.006088
7852,440.0,27.0,358.6,0.2562,4410010,0.113814
7853,150.0,10.0,358.1,0.2561,4410411,0.010880
7854,365.0,24.0,358.1,0.2560,4410986,0.019226
7855,410.0,27.0,359.8,0.2559,4411739,0.007333
7856,570.0,27.0,361.8,0.2558,4412410,0.011853
7857,325.0,20.0,361.9,0.2557,4413071,0.042313
7858,295.0,23.0,360.9,0.2557,4413679,0.010582
7859,725.0,46.0,363.9,0.2556,4414823,0.017922
7860,430.0,29.0,362.6,0.2555,4415604,0.011928
7861,210.0,12.0,363.1,0.2554,4415959,0.021494
7862,265.0,19.0,362.9,0.2553,4416503,0.006007
7863,295.0,21.0,360.4,0.2552,4417198,0.015042
7864,815.0,30.0,363.1,0.2551,4418041,0.012841
7865,310.0,22.0,364.4,0.2550,4418699,0.007901
7866,280.0,21.0,364.0,0.2549,4419364,0.008521
7867,370.0,26.0,363.4,0.2548,4420171,0.011857
7868,375.0,25.0,365.1,0.2547,4420917,0.012418
7869,300.0,22.0,365.5,0.2546,4421612,0.006542
7870,240.0,15.0,365.9,0.2545,4422159,0.014874
7871,135.0,12.0,363.9,0.2544,4422630,0.009249
7872,470.0,28.0,362.1,0.2543,4423313,0.009704
7873,475.0,21.0,364.7,0.2542,4423931,0.120256
7874,535.0,32.0,367.4,0.2541,4425031,0.146234
7875,340.0,25.0,366.3,0.2540,4425735,0.017178
7876,365.0,23.0,367.6,0.2539,4426369,0.017330
7877,495.0,31.0,367.2,0.2539,4427239,0.009782
7878,695.0,32.0,368.6,0.2538,4428076,0.020083
7879,525.0,32.0,372.1,0.2537,4429016,0.021037
7880,540.0,24.0,372.1,0.2536,4429656,0.022952
7881,450.0,19.0,374.4,0.2535,4430435,0.028167
7882,195.0,14.0,373.4,0.2534,4430895,0.013592
7883,465.0,30.0,374.9,0.2533,4431835,0.011123
7884,165.0,13.0,372.6,0.2532,4432440,0.075906
7885,230.0,17.0,373.6,0.2531,4432975,0.012896
7886,305.0,21.0,374.6,0.2530,4433573,0.123333
7887,270.0,18.0,376.0,0.2529,4434128,0.013208
7888,405.0,26.0,376.9,0.2528,4434773,0.011803
7889,290.0,23.0,376.0,0.2527,4435371,0.008226
7890,290.0,21.0,374.1,0.2526,4435989,0.007786
7891,170.0,13.0,369.8,0.2525,4436454,0.004394
7892,210.0,15.0,368.5,0.2524,4437009,0.005586
7893,335.0,23.0,368.7,0.2523,4437633,0.008171
7894,285.0,21.0,368.4,0.2522,4438125,0.014010
7895,240.0,17.0,367.6,0.2521,4438781,0.017375
7896,375.0,24.0,367.4,0.2521,4439403,0.005500
7897,170.0,14.0,364.3,0.2520,4439840,0.007348
7898,360.0,24.0,364.1,0.2519,4440660,0.019346
7899,470.0,21.0,363.3,0.2518,4441347,0.013101
7900,570.0,34.0,364.3,0.2517,4442202,0.011006
7901,205.0,17.0,363.6,0.2516,4442700,0.014306
7902,200.0,16.0,362.8,0.2515,4443284,0.011570
7903,260.0,17.0,362.2,0.2514,4443849,0.011566
7904,390.0,25.0,363.9,0.2513,4444654,0.036326
7905,340.0,23.0,363.8,0.2512,4445320,0.013854
7906,595.0,27.0,363.4,0.2511,4446130,0.019998
7907,230.0,18.0,362.6,0.2510,4446762,0.014576
7908,385.0,26.0,358.7,0.2509,4447447,0.012627
7909,440.0,29.0,360.4,0.2508,4448311,0.010361
7910,170.0,15.0,355.8,0.2507,4448841,0.009641
7911,350.0,25.0,357.2,0.2506,4449596,0.014524
7912,250.0,18.0,355.2,0.2505,4450164,0.014035
7913,255.0,19.0,354.9,0.2504,4450746,0.020345
7914,520.0,32.0,357.6,0.2503,4451699,0.010327
7915,75.0,6.0,352.9,0.2503,4452016,0.006012
7916,200.0,17.0,350.4,0.2502,4452530,0.013538
7917,175.0,13.0,349.6,0.2501,4452965,0.009408
7918,650.0,29.0,354.4,0.2500,4453846,0.006017
7919,235.0,17.0,353.2,0.2499,4454283,0.006944
7920,265.0,20.0,352.8,0.2498,4454931,0.017259
7921,330.0,24.0,354.6,0.2497,4455660,0.011874
7922,280.0,18.0,353.2,0.2496,4456393,0.015462
7923,315.0,21.0,354.9,0.2495,4457023,0.030359
7924,190.0,15.0,355.9,0.2494,4457695,0.012654
7925,350.0,23.0,353.6,0.2493,4458241,0.005718
7926,425.0,27.0,355.0,0.2492,4458987,0.015124
7927,575.0,34.0,356.7,0.2491,4459957,0.019082
7928,275.0,18.0,354.6,0.2490,4460403,0.008990
7929,320.0,22.0,354.9,0.2489,4461027,0.023672
7930,260.0,18.0,355.7,0.2488,4461589,0.013356
7931,535.0,22.0,355.7,0.2487,4462226,0.022663
7932,240.0,17.0,354.7,0.2486,4462789,0.012768
7933,365.0,25.0,352.1,0.2485,4463378,0.018370
7934,280.0,19.0,350.9,0.2485,4463915,0.012595
7935,280.0,20.0,350.4,0.2484,4464547,0.016786
7936,170.0,13.0,348.2,0.2483,4465300,0.012244
7937,550.0,33.0,346.0,0.2482,4466130,0.012355
7938,235.0,17.0,344.7,0.2481,4466588,0.014952
7939,245.0,17.0,344.2,0.2480,4467151,0.010732
7940,225.0,15.0,342.1,0.2479,4467559,0.006660
7941,140.0,10.0,339.1,0.2478,4467939,0.004630
7942,100.0,8.0,335.9,0.2477,4468241,0.009932
7943,345.0,21.0,336.6,0.2476,4468756,0.014479
7944,660.0,31.0,340.1,0.2475,4469540,0.008054
7945,215.0,15.0,340.1,0.2474,4470021,0.018936
7946,200.0,16.0,337.0,0.2473,4470593,0.006932
7947,255.0,19.0,338.0,0.2472,4471053,0.018412
7948,405.0,27.0,340.0,0.2471,4471645,0.016866
7949,640.0,30.0,342.8,0.2470,4472659,0.129443
7950,970.0,36.0,350.2,0.2469,4473655,0.007664
7951,400.0,26.0,349.6,0.2468,4474359,0.009167
7952,155.0,12.0,346.8,0.2467,4474842,0.003933
7953,590.0,27.0,351.1,0.2467,4475501,0.014494
7954,190.0,15.0,349.4,0.2466,4475987,0.012496
7955,340.0,23.0,348.7,0.2465,4476596,0.009921
7956,400.0,26.0,347.0,0.2464,4477252,0.011191
7957,180.0,12.0,345.6,0.2463,4477642,0.024537
7958,240.0,16.0,345.0,0.2462,4478173,0.005610
7959,505.0,21.0,342.8,0.2461,4478780,0.007346
7960,690.0,31.0,345.4,0.2460,4479518,0.008478
7961,110.0,10.0,344.4,0.2459,4479942,0.048493
7962,415.0,28.0,345.9,0.2458,4480646,0.006318
7963,425.0,26.0,347.2,0.2457,4481444,0.015009
7964,505.0,30.0,344.1,0.2456,4482232,0.010792
7965,645.0,28.0,347.4,0.2455,4482895,0.013675
7966,435.0,29.0,349.0,0.2454,4483650,0.015666
7967,220.0,16.0,347.5,0.2453,4484172,0.041449
7968,510.0,31.0,348.9,0.2452,4484839,0.019004
7969,375.0,25.0,349.6,0.2451,4485544,0.010548
7970,335.0,23.0,350.6,0.2450,4486196,0.006996
7971,345.0,24.0,352.6,0.2449,4486849,0.003249
7972,375.0,27.0,351.7,0.2449,4487556,0.013040
7973,345.0,22.0,350.4,0.2448,4488271,0.008213
7974,320.0,19.0,348.2,0.2447,4489005,0.006639
7975,310.0,22.0,347.9,0.2446,4489678,0.011888
7976,435.0,28.0,348.6,0.2445,4490455,0.006919
7977,325.0,22.0,346.9,0.2444,4491138,0.014204
7978,210.0,17.0,342.1,0.2443,4491925,0.013954
7979,360.0,26.0,340.4,0.2442,4492646,0.154748
7980,300.0,21.0,338.1,0.2441,4493256,0.014571
7981,205.0,15.0,335.6,0.2440,4493631,0.019702
7982,265.0,17.0,336.3,0.2439,4494118,0.013293
7983,235.0,19.0,334.0,0.2438,4494658,0.007420
7984,595.0,26.0,338.3,0.2437,4495337,0.035183
7985,195.0,15.0,337.9,0.2436,4495873,0.012067
7986,310.0,23.0,338.0,0.2435,4496509,0.022714
7987,280.0,19.0,338.1,0.2434,4497056,0.016448
7988,390.0,26.0,337.9,0.2433,4497855,0.012401
7989,340.0,21.0,338.4,0.2432,4498515,0.011465
7990,325.0,23.0,338.8,0.2431,4499198,0.007443
7991,555.0,26.0,342.6,0.2431,4499981,0.024173
7992,330.0,21.0,343.9,0.2430,4500599,0.010751
7993,370.0,24.0,344.2,0.2429,4501217,0.007995
7994,310.0,22.0,344.4,0.2428,4501781,0.014895
7995,180.0,14.0,343.9,0.2427,4502262,0.009081
7996,255.0,18.0,342.6,0.2426,4502947,0.009049
7997,440.0,29.0,345.4,0.2425,4503879,0.012364
7998,385.0,25.0,345.6,0.2424,4504510,0.023690
7999,615.0,29.0,347.1,0.2423,4505272,0.018703
8000,300.0,21.0,344.4,0.2422,4505771,0.011188
8001,220.0,16.0,344.5,0.2421,4506212,0.008713
8002,325.0,22.0,345.8,0.2420,4506815,0.023820
8003,220.0,18.0,345.4,0.2419,4507523,0.038552
8004,345.0,23.0,344.9,0.2418,4508151,0.021065
8005,235.0,17.0,343.9,0.2417,4508607,0.020673
8006,325.0,22.0,341.1,0.2416,4509155,0.016945
8007,465.0,30.0,343.5,0.2415,4509963,0.024002
8008,300.0,21.0,342.6,0.2414,4510474,0.067704
8009,160.0,14.0,339.9,0.2413,4511033,0.066657
8010,415.0,28.0,342.3,0.2413,4511841,0.144597
8011,350.0,23.0,342.3,0.2412,4512463,0.012499
8012,450.0,20.0,344.3,0.2411,4513012,0.011596
8013,270.0,20.0,344.4,0.2410,4513681,0.012953
8014,185.0,15.0,341.1,0.2409,4514197,0.032777
8015,255.0,18.0,342.9,0.2408,4514774,0.013105
8016,300.0,21.0,343.9,0.2407,4515285,0.018809
8017,150.0,10.0,343.6,0.2406,4515654,0.020442
8018,180.0,13.0,338.9,0.2405,4516006,0.012725
8019,540.0,33.0,342.0,0.2404,4516960,0.022987
8020,540.0,25.0,344.8,0.2403,4517642,0.010455
8021,530.0,32.0,346.8,0.2402,4518685,0.050422
8022,305.0,21.0,347.0,0.2401,4519287,0.023078
8023,295.0,20.0,346.8,0.2400,4519914,0.007581
8024,290.0,19.0,347.8,0.2399,4520487,0.006972
8025,225.0,16.0,346.6,0.2398,4520916,0.010977
8026,335.0,23.0,345.6,0.2397,4521532,0.014702
8027,200.0,14.0,341.9,0.2396,4522035,0.016112
8028,480.0,30.0,343.9,0.2395,4522994,0.012553
8029,235.0,18.0,343.1,0.2395,4523466,0.013779
8030,160.0,14.0,342.1,0.2394,4523871,0.010874
8031,260.0,21.0,339.4,0.2393,4524541,0.010146
8032,260.0,19.0,339.6,0.2392,4525107,0.009349
8033,495.0,31.0,340.9,0.2391,4526024,0.018487
8034,395.0,27.0,342.0,0.2390,4526695,0.024519
8035,290.0,20.0,342.1,0.2389,4527299,0.008263
8036,700.0,32.0,347.4,0.2388,4528041,0.017499
8037,405.0,27.0,345.9,0.2387,4528750,0.009611
8038,400.0,27.0,347.6,0.2386,4529464,0.009857
8039,515.0,32.0,350.3,0.2385,4530362,0.030348
8040,355.0,24.0,351.6,0.2384,4531024,0.018714
8041,230.0,17.0,352.5,0.2383,4531489,0.016311
8042,280.0,21.0,354.3,0.2382,4532129,0.017564
8043,305.0,22.0,353.9,0.2381,4532724,0.015430
8044,155.0,13.0,348.9,0.2380,4533274,0.006881
8045,455.0,28.0,351.2,0.2379,4533966,0.123359
8046,205.0,17.0,351.3,0.2378,4534498,0.009183
8047,280.0,19.0,351.6,0.2377,4535066,0.069160
8048,460.0,30.0,352.1,0.2377,4535743,0.006825
8049,420.0,26.0,349.9,0.2376,4536395,0.007845
8050,185.0,15.0,342.1,0.2375,4536799,0.010169
8051,400.0,27.0,342.1,0.2374,4537628,0.013490
8052,465.0,29.0,345.1,0.2373,4538447,0.013763
8053,800.0,36.0,347.2,0.2372,4539306,0.016346
8054,155.0,13.0,346.9,0.2371,4539708,0.024839
8055,325.0,21.0,346.8,0.2370,4540378,0.010027
8056,290.0,21.0,345.6,0.2369,4541194,0.010702
8057,170.0,13.0,345.6,0.2368,4541690,0.007767
8058,545.0,33.0,348.6,0.2367,4542678,0.010238
