episode,score,clipped_reward,average_score,epsilon,steps,loss
2392,430.0,16.0,178.3,0.7735,1226356,0.007456
2393,120.0,8.0,176.7,0.7734,1226863,0.008388
2394,170.0,12.0,176.8,0.7733,1227430,0.007624
2395,105.0,8.0,176.8,0.7732,1227873,0.024300
2396,155.0,10.0,177.8,0.7731,1228376,0.007749
2397,50.0,4.0,175.7,0.7730,1228667,0.005064
2398,215.0,13.0,174.9,0.7729,1229304,0.013802
2399,120.0,7.0,174.3,0.7728,1229708,0.009050
2400,95.0,7.0,175.0,0.7727,1230088,0.006634
2401,215.0,13.0,175.3,0.7726,1230626,0.020682
2402,125.0,9.0,175.4,0.7725,1230918,0.011614
2403,200.0,14.0,176.3,0.7724,1231451,0.042355
2404,155.0,10.0,176.0,0.7723,1231875,0.006271
2405,155.0,10.0,176.5,0.7723,1232275,0.017703
2406,50.0,4.0,174.7,0.7722,1232576,0.004258
2407,105.0,8.0,173.1,0.7721,1233004,0.014000
2408,210.0,12.0,172.1,0.7720,1233593,0.006897
2409,105.0,8.0,171.8,0.7719,1233966,0.007692
2410,150.0,10.0,172.1,0.7718,1234345,0.009722
2411,410.0,13.0,174.6,0.7717,1234873,0.007489
2412,105.0,8.0,175.2,0.7716,1235244,0.008667
2413,155.0,10.0,175.2,0.7715,1235618,0.009838
2414,165.0,10.0,176.1,0.7714,1236204,0.006790
2415,210.0,12.0,177.3,0.7713,1236601,0.182795
2416,155.0,10.0,178.3,0.7712,1237082,0.003627
2417,80.0,7.0,176.1,0.7711,1237366,0.005309
2418,295.0,20.0,178.2,0.7710,1238239,0.011515
2419,180.0,11.0,178.1,0.7709,1238692,0.013201
2420,80.0,6.0,176.8,0.7708,1239118,0.006913
2421,160.0,10.0,176.2,0.7707,1239623,0.138271
2422,210.0,12.0,176.9,0.7706,1240136,0.010945
2423,265.0,16.0,179.2,0.7705,1240710,0.011137
2424,270.0,16.0,180.4,0.7705,1241337,0.015729
2425,150.0,11.0,178.7,0.7704,1241836,0.008279
2426,265.0,17.0,180.1,0.7703,1242480,0.163575
2427,85.0,7.0,179.1,0.7702,1242774,0.008305
2428,150.0,13.0,178.3,0.7701,1243308,0.186347
2429,125.0,9.0,176.7,0.7700,1243609,0.011026
2430,215.0,13.0,177.7,0.7699,1244138,0.141367
2431,180.0,11.0,178.8,0.7698,1244490,0.007338
2432,515.0,19.0,182.8,0.7697,1245105,0.007713
2433,210.0,12.0,183.5,0.7696,1245643,0.012706
2434,150.0,11.0,184.6,0.7695,1246254,0.186260
2435,210.0,12.0,184.6,0.7694,1246821,0.007146
2436,155.0,10.0,185.2,0.7693,1247341,0.009713
2437,125.0,9.0,183.8,0.7692,1247824,0.006266
2438,60.0,5.0,181.9,0.7691,1248160,0.015633
2439,105.0,8.0,181.7,0.7690,1248523,0.166074
2440,240.0,13.0,183.4,0.7689,1249448,0.004173
2441,315.0,20.0,181.2,0.7688,1250165,0.006363
2442,125.0,9.0,180.7,0.7687,1250582,0.017957
2443,320.0,21.0,179.3,0.7687,1251407,0.113177
2444,210.0,12.0,180.3,0.7686,1251880,0.023384
2445,45.0,4.0,177.6,0.7685,1252140,0.014311
2446,45.0,5.0,176.8,0.7684,1252428,0.010696
2447,210.0,12.0,178.2,0.7683,1253049,0.010118
2448,45.0,5.0,176.6,0.7682,1253327,0.006616
2449,110.0,9.0,176.1,0.7681,1253739,0.158137
2450,110.0,8.0,176.2,0.7680,1254022,0.160097
2451,455.0,17.0,179.3,0.7679,1254784,0.005362
2452,160.0,10.0,179.4,0.7678,1255383,0.006629
2453,270.0,16.0,180.6,0.7677,1256068,0.008854
2454,140.0,9.0,180.3,0.7676,1256498,0.186768
2455,125.0,9.0,180.7,0.7675,1256799,0.016312
2456,120.0,8.0,181.2,0.7674,1257268,0.004247
2457,105.0,8.0,180.8,0.7673,1257655,0.005964
2458,240.0,15.0,181.8,0.7672,1258434,0.003177
2459,290.0,17.0,182.6,0.7671,1259234,0.007889
2460,230.0,14.0,182.7,0.7670,1259926,0.009054
2461,255.0,15.0,183.3,0.7669,1260535,0.008798
2462,230.0,16.0,184.2,0.7669,1261064,0.007438
2463,230.0,15.0,183.2,0.7668,1261709,0.006533
2464,105.0,8.0,179.2,0.7667,1262131,0.007658
2465,130.0,8.0,178.9,0.7666,1262489,0.007642
2466,340.0,22.0,181.6,0.7665,1263266,0.187707
2467,125.0,9.0,182.3,0.7664,1263749,0.014792
2468,225.0,14.0,183.3,0.7663,1264426,0.006790
2469,105.0,8.0,183.4,0.7662,1264826,0.014259
2470,90.0,7.0,183.4,0.7661,1265246,0.013487
2471,240.0,15.0,183.6,0.7660,1265861,0.005452
2472,215.0,13.0,183.7,0.7659,1266520,0.165748
2473,80.0,7.0,182.2,0.7658,1266909,0.013478
2474,210.0,12.0,182.6,0.7657,1267508,0.169892
2475,250.0,15.0,182.7,0.7656,1268153,0.008726
2476,260.0,16.0,182.9,0.7655,1268797,0.004550
2477,185.0,11.0,183.6,0.7654,1269300,0.016136
2478,170.0,11.0,181.2,0.7653,1269859,0.004850
2479,210.0,12.0,180.8,0.7652,1270392,0.176180
2480,290.0,18.0,181.6,0.7651,1271138,0.019975
2481,215.0,13.0,181.6,0.7651,1271652,0.006025
2482,120.0,8.0,181.4,0.7650,1272022,0.008029
2483,405.0,16.0,183.7,0.7649,1272837,0.158559
2484,180.0,11.0,183.7,0.7648,1273350,0.008277
2485,190.0,11.0,183.8,0.7647,1273943,0.011166
2486,80.0,7.0,183.1,0.7646,1274310,0.109767
2487,50.0,5.0,181.1,0.7645,1274753,0.181389
2488,50.0,5.0,180.3,0.7644,1275012,0.008961
2489,255.0,16.0,180.8,0.7643,1275570,0.021237
2490,160.0,11.0,180.5,0.7642,1276087,0.010985
2491,120.0,8.0,180.5,0.7641,1276501,0.007014
2492,225.0,14.0,178.4,0.7640,1277130,0.004126
2493,205.0,14.0,179.3,0.7639,1277897,0.013424
2494,160.0,14.0,179.2,0.7638,1278486,0.003969
2495,210.0,12.0,180.2,0.7637,1279056,0.010790
2496,150.0,9.0,180.2,0.7636,1279461,0.006116
2497,155.0,10.0,181.2,0.7635,1279981,0.157331
2498,185.0,13.0,180.9,0.7634,1280610,0.014083
2499,210.0,12.0,181.8,0.7633,1281211,0.008266
2500,210.0,12.0,183.0,0.7633,1281719,0.012541
2501,35.0,4.0,181.2,0.7632,1282001,0.007931
2502,135.0,9.0,181.3,0.7631,1282495,0.005861
2503,320.0,19.0,182.5,0.7630,1283217,0.139657
2504,90.0,9.0,181.8,0.7629,1283872,0.019185
2505,180.0,11.0,182.1,0.7628,1284344,0.010127
2506,210.0,12.0,183.7,0.7627,1284931,0.007445
2507,90.0,7.0,183.6,0.7626,1285270,0.007411
2508,210.0,12.0,183.6,0.7625,1285720,0.016794
2509,120.0,8.0,183.7,0.7624,1286216,0.007979
2510,215.0,13.0,184.3,0.7623,1286819,0.007376
2511,260.0,16.0,182.8,0.7622,1287410,0.009481
2512,165.0,10.0,183.4,0.7621,1287836,0.004666
2513,100.0,7.0,182.9,0.7620,1288217,0.008483
2514,120.0,8.0,182.4,0.7619,1288575,0.154087
2515,210.0,12.0,182.4,0.7618,1289109,0.004827
2516,60.0,6.0,181.5,0.7617,1289583,0.002944
2517,65.0,6.0,181.3,0.7616,1289879,0.008988
2518,210.0,12.0,180.5,0.7615,1290478,0.006141
2519,65.0,5.0,179.3,0.7615,1290908,0.007501
2520,135.0,9.0,179.9,0.7614,1291323,0.012547
2521,110.0,8.0,179.4,0.7613,1291610,0.010746
2522,225.0,14.0,179.6,0.7612,1292135,0.006738
2523,185.0,11.0,178.8,0.7611,1292534,0.007538
2524,240.0,15.0,178.4,0.7610,1293136,0.195056
2525,55.0,5.0,177.5,0.7609,1293505,0.018252
2526,100.0,8.0,175.8,0.7608,1293825,0.009760
2527,155.0,10.0,176.6,0.7607,1294246,0.206629
2528,210.0,12.0,177.2,0.7606,1294766,0.011043
2529,155.0,10.0,177.4,0.7605,1295155,0.008085
2530,80.0,7.0,176.1,0.7604,1295443,0.172171
2531,195.0,13.0,176.2,0.7603,1296042,0.021265
2532,165.0,10.0,172.8,0.7602,1296413,0.009229
2533,105.0,8.0,171.7,0.7601,1296888,0.005991
2534,215.0,13.0,172.3,0.7600,1297427,0.125159
2535,260.0,16.0,172.8,0.7599,1298014,0.008070
2536,100.0,9.0,172.3,0.7598,1298559,0.007886
2537,60.0,5.0,171.7,0.7597,1298814,0.006288
2538,210.0,12.0,173.2,0.7597,1299282,0.012963
2539,55.0,5.0,172.7,0.7596,1299568,0.008987
2540,105.0,8.0,171.3,0.7595,1299915,0.008004
2541,580.0,26.0,173.9,0.7594,1300776,0.018598
2542,255.0,17.0,175.2,0.7593,1301373,0.009153
2543,180.0,11.0,173.8,0.7592,1301857,0.014748
2544,105.0,7.0,172.8,0.7591,1302264,0.026661
2545,205.0,12.0,174.4,0.7590,1302838,0.013683
2546,210.0,12.0,176.1,0.7589,1303331,0.007190
2547,180.0,11.0,175.8,0.7588,1303820,0.008379
2548,230.0,13.0,177.6,0.7587,1304471,0.012010
2549,210.0,12.0,178.6,0.7586,1305091,0.010395
2550,65.0,6.0,178.2,0.7585,1305437,0.007236
2551,285.0,17.0,176.4,0.7584,1306150,0.004640
2552,210.0,12.0,176.9,0.7583,1306743,0.007685
2553,225.0,14.0,176.5,0.7582,1307353,0.004545
2554,210.0,14.0,177.2,0.7581,1307989,0.009514
2555,180.0,11.0,177.8,0.7580,1308399,0.006649
2556,210.0,12.0,178.7,0.7579,1308959,0.007156
2557,135.0,9.0,178.9,0.7579,1309428,0.006207
2558,230.0,15.0,178.8,0.7578,1309979,0.190576
2559,455.0,17.0,180.5,0.7577,1310811,0.014398
2560,150.0,9.0,179.7,0.7576,1311237,0.159211
2561,135.0,9.0,178.5,0.7575,1311600,0.010090
2562,105.0,8.0,177.2,0.7574,1311944,0.010164
2563,260.0,18.0,177.6,0.7573,1312640,0.024955
2564,105.0,8.0,177.6,0.7572,1313015,0.012220
2565,180.0,11.0,178.1,0.7571,1313504,0.005479
2566,210.0,12.0,176.8,0.7570,1314099,0.007170
2567,240.0,15.0,177.9,0.7569,1314905,0.010936
2568,210.0,14.0,177.8,0.7568,1315542,0.005866
2569,180.0,11.0,178.5,0.7567,1316113,0.010143
2570,260.0,16.0,180.2,0.7566,1316712,0.006996
2571,475.0,19.0,182.6,0.7565,1317446,0.013959
2572,270.0,16.0,183.1,0.7564,1318161,0.006086
2573,125.0,9.0,183.6,0.7563,1318453,0.235947
2574,280.0,18.0,184.2,0.7562,1319535,0.005785
2575,210.0,12.0,183.8,0.7561,1319998,0.009266
2576,180.0,12.0,183.1,0.7561,1320502,0.039245
2577,230.0,14.0,183.5,0.7560,1321150,0.010101
2578,210.0,12.0,183.9,0.7559,1321685,0.010322
2579,210.0,12.0,183.9,0.7558,1322240,0.007519
2580,150.0,10.0,182.5,0.7557,1322754,0.011535
2581,60.0,6.0,180.9,0.7556,1323051,0.007985
2582,490.0,18.0,184.7,0.7555,1323842,0.017661
2583,415.0,14.0,184.8,0.7554,1324463,0.008736
2584,210.0,12.0,185.1,0.7553,1324917,0.013089
2585,20.0,3.0,183.3,0.7552,1325214,0.006571
2586,185.0,11.0,184.4,0.7551,1325732,0.011657
2587,100.0,8.0,184.9,0.7550,1326202,0.004427
2588,135.0,9.0,185.8,0.7549,1326652,0.187819
2589,75.0,5.0,183.9,0.7548,1326980,0.004035
2590,175.0,13.0,184.1,0.7547,1327555,0.280700
2591,295.0,19.0,185.8,0.7546,1328205,0.010499
2592,135.0,9.0,184.9,0.7545,1328754,0.005201
2593,220.0,13.0,185.1,0.7544,1329311,0.004238
2594,215.0,13.0,185.7,0.7543,1329933,0.183519
2595,135.0,7.0,184.9,0.7543,1330550,0.007362
2596,135.0,9.0,184.8,0.7542,1330936,0.006714
2597,530.0,21.0,188.5,0.7541,1331567,0.010061
2598,80.0,7.0,187.4,0.7540,1331862,0.005335
2599,155.0,10.0,186.9,0.7539,1332236,0.008772
2600,155.0,10.0,186.3,0.7538,1332647,0.016191
2601,55.0,5.0,186.6,0.7537,1333065,0.207650
2602,135.0,9.0,186.6,0.7536,1333446,0.005219
2603,145.0,13.0,184.8,0.7535,1334152,0.017065
2604,335.0,19.0,187.2,0.7534,1334943,0.007803
2605,485.0,18.0,190.3,0.7533,1335542,0.004782
2606,215.0,13.0,190.3,0.7532,1336101,0.007053
2607,260.0,16.0,192.1,0.7531,1336731,0.003816
2608,465.0,29.0,194.6,0.7530,1337637,0.004274
2609,240.0,15.0,195.8,0.7529,1338256,0.009064
2610,110.0,7.0,194.8,0.7528,1338717,0.005739
2611,120.0,8.0,193.3,0.7527,1339134,0.022964
2612,115.0,7.0,192.8,0.7526,1339651,0.026617
2613,155.0,10.0,193.4,0.7525,1340069,0.017473
2614,125.0,9.0,193.4,0.7525,1340499,0.019869
2615,180.0,11.0,193.2,0.7524,1340878,0.012911
2616,135.0,8.0,193.9,0.7523,1341260,0.007822
2617,155.0,10.0,194.8,0.7522,1341750,0.014027
2618,190.0,12.0,194.6,0.7521,1342330,0.010273
2619,140.0,11.0,195.3,0.7520,1342830,0.009251
2620,195.0,13.0,195.9,0.7519,1343340,0.005549
2621,180.0,11.0,196.7,0.7518,1343835,0.005732
2622,30.0,3.0,194.7,0.7517,1344094,0.006003
2623,160.0,10.0,194.4,0.7516,1344561,0.005110
2624,210.0,12.0,194.2,0.7515,1345000,0.008238
2625,415.0,14.0,197.8,0.7514,1345977,0.010776
2626,200.0,15.0,198.8,0.7513,1346714,0.008017
2627,210.0,12.0,199.3,0.7512,1347189,0.011236
2628,110.0,8.0,198.3,0.7511,1347607,0.003409
2629,240.0,15.0,199.2,0.7510,1348303,0.010134
2630,145.0,9.0,199.8,0.7509,1348793,0.022361
2631,210.0,12.0,199.9,0.7508,1349374,0.005225
2632,155.0,10.0,199.8,0.7507,1349843,0.008028
2633,80.0,7.0,199.6,0.7507,1350256,0.009046
2634,210.0,12.0,199.6,0.7506,1350681,0.011773
2635,225.0,14.0,199.2,0.7505,1351269,0.008646
2636,120.0,8.0,199.4,0.7504,1351674,0.185798
2637,160.0,10.0,200.4,0.7503,1352131,0.022911
2638,130.0,10.0,199.6,0.7502,1352531,0.012480
2639,210.0,12.0,201.2,0.7501,1353028,0.005155
2640,105.0,8.0,201.2,0.7500,1353464,0.003746
2641,125.0,9.0,196.6,0.7499,1353884,0.185209
2642,65.0,6.0,194.7,0.7498,1354322,0.007043
2643,230.0,15.0,195.2,0.7497,1354851,0.010479
2644,60.0,6.0,194.8,0.7496,1355129,0.004705
2645,530.0,21.0,198.0,0.7495,1355951,0.015230
2646,220.0,13.0,198.1,0.7494,1356530,0.005336
2647,65.0,6.0,196.9,0.7493,1356902,0.006866
2648,225.0,14.0,196.9,0.7492,1357431,0.009713
2649,125.0,9.0,196.1,0.7491,1357796,0.004626
2650,65.0,7.0,196.1,0.7490,1358128,0.005919
2651,90.0,7.0,194.1,0.7489,1358544,0.014487
2652,210.0,14.0,194.1,0.7489,1359142,0.006740
2653,125.0,9.0,193.1,0.7488,1359509,0.005432
2654,350.0,23.0,194.5,0.7487,1360190,0.010897
2655,290.0,20.0,195.6,0.7486,1360904,0.006325
2656,180.0,11.0,195.3,0.7485,1361417,0.008174
2657,60.0,5.0,194.6,0.7484,1361792,0.005013
2658,210.0,12.0,194.3,0.7483,1362272,0.141474
2659,125.0,9.0,191.1,0.7482,1362603,0.008816
2660,55.0,5.0,190.1,0.7481,1362898,0.245413
2661,80.0,7.0,189.6,0.7480,1363270,0.007575
2662,65.0,5.0,189.2,0.7479,1363558,0.007225
2663,330.0,20.0,189.8,0.7478,1364600,0.008601
2664,80.0,7.0,189.6,0.7477,1364977,0.006505
2665,80.0,7.0,188.6,0.7476,1365271,0.011579
2666,210.0,12.0,188.6,0.7475,1365782,0.006957
2667,625.0,26.0,192.4,0.7474,1366724,0.015855
2668,180.0,11.0,192.2,0.7473,1367266,0.200793
2669,50.0,6.0,190.8,0.7472,1367590,0.009014
2670,125.0,9.0,189.5,0.7471,1367957,0.011635
2671,85.0,6.0,185.6,0.7471,1368280,0.008722
2672,135.0,9.0,184.2,0.7470,1368654,0.003001
2673,155.0,10.0,184.6,0.7469,1369204,0.005940
2674,180.0,11.0,183.6,0.7468,1369776,0.007060
2675,415.0,14.0,185.6,0.7467,1370473,0.011251
2676,180.0,11.0,185.6,0.7466,1370880,0.010593
2677,240.0,16.0,185.7,0.7465,1371658,0.007393
2678,105.0,8.0,184.7,0.7464,1372059,0.016662
2679,125.0,9.0,183.8,0.7463,1372452,0.006284
2680,345.0,21.0,185.8,0.7462,1373259,0.022558
2681,200.0,14.0,187.2,0.7461,1373873,0.017140
2682,80.0,7.0,183.1,0.7460,1374238,0.159165
2683,60.0,6.0,179.5,0.7459,1374731,0.004427
2684,225.0,14.0,179.7,0.7458,1375315,0.021394
2685,55.0,5.0,180.0,0.7457,1375724,0.010275
2686,280.0,18.0,180.9,0.7456,1376400,0.008887
2687,80.0,7.0,180.8,0.7455,1376796,0.005802
2688,415.0,14.0,183.6,0.7454,1377402,0.014602
2689,360.0,23.0,186.4,0.7453,1378368,0.023760
2690,180.0,11.0,186.4,0.7453,1378849,0.004032
2691,375.0,24.0,187.2,0.7452,1379496,0.008483
2692,180.0,14.0,187.7,0.7451,1380123,0.180541
2693,365.0,22.0,189.2,0.7450,1380923,0.022812
2694,215.0,13.0,189.2,0.7449,1381525,0.009337
2695,205.0,14.0,189.8,0.7448,1382194,0.009003
2696,30.0,3.0,188.8,0.7447,1382472,0.009175
2697,160.0,11.0,185.1,0.7446,1383000,0.186852
2698,310.0,20.0,187.4,0.7445,1383766,0.005202
2699,80.0,7.0,186.7,0.7444,1384217,0.009591
2700,185.0,11.0,186.9,0.7443,1384692,0.008000
2701,120.0,8.0,187.6,0.7442,1385247,0.013721
2702,135.0,9.0,187.6,0.7441,1385691,0.006598
2703,180.0,11.0,187.9,0.7440,1386195,0.005467
2704,210.0,12.0,186.7,0.7439,1386673,0.009453
2705,180.0,11.0,183.7,0.7438,1387097,0.004118
2706,570.0,23.0,187.2,0.7437,1387929,0.003455
2707,125.0,9.0,185.8,0.7436,1388309,0.010131
2708,180.0,11.0,183.0,0.7435,1388736,0.022769
2709,150.0,11.0,182.1,0.7435,1389262,0.006221
2710,240.0,15.0,183.4,0.7434,1389910,0.006876
2711,170.0,12.0,183.9,0.7433,1390419,0.181168
2712,530.0,23.0,188.1,0.7432,1391300,0.010600
2713,210.0,12.0,188.6,0.7431,1391826,0.013704
2714,90.0,7.0,188.2,0.7430,1392225,0.013286
2715,135.0,9.0,187.8,0.7429,1392646,0.005675
2716,295.0,17.0,189.4,0.7428,1393352,0.004032
2717,210.0,12.0,189.9,0.7427,1393822,0.021392
2718,160.0,11.0,189.7,0.7426,1394292,0.003544
2719,80.0,7.0,189.1,0.7425,1394597,0.007105
2720,390.0,13.0,191.0,0.7424,1395417,0.006449
2721,240.0,14.0,191.6,0.7423,1395982,0.008907
2722,260.0,16.0,193.9,0.7422,1396589,0.005937
2723,210.0,12.0,194.4,0.7421,1397042,0.006308
2724,120.0,8.0,193.5,0.7420,1397529,0.016237
2725,210.0,12.0,191.4,0.7419,1398064,0.006712
2726,250.0,17.0,191.9,0.7418,1398983,0.035552
2727,230.0,15.0,192.2,0.7417,1399555,0.010664
2728,135.0,9.0,192.4,0.7417,1400051,0.010683
2729,125.0,9.0,191.2,0.7416,1400426,0.018215
2730,135.0,11.0,191.2,0.7415,1400905,0.008920
2731,90.0,6.0,189.9,0.7414,1401197,0.010350
2732,265.0,17.0,191.1,0.7413,1401767,0.157269
2733,50.0,6.0,190.8,0.7412,1402025,0.140050
2734,180.0,11.0,190.4,0.7411,1402449,0.177643
2735,155.0,10.0,189.8,0.7410,1402873,0.007508
2736,155.0,10.0,190.1,0.7409,1403269,0.004678
2737,330.0,20.0,191.8,0.7408,1404037,0.018149
2738,100.0,8.0,191.5,0.7407,1404521,0.004307
2739,125.0,9.0,190.7,0.7406,1405022,0.009362
2740,105.0,8.0,190.7,0.7405,1405363,0.004126
2741,90.0,7.0,190.3,0.7404,1405659,0.004746
2742,210.0,12.0,191.8,0.7403,1406342,0.007294
2743,310.0,19.0,192.6,0.7402,1407157,0.007571
2744,30.0,4.0,192.2,0.7401,1407525,0.012245
2745,90.0,7.0,187.8,0.7400,1407824,0.006419
2746,100.0,8.0,186.7,0.7399,1408271,0.008437
2747,210.0,12.0,188.1,0.7399,1408843,0.016554
2748,135.0,9.0,187.2,0.7398,1409353,0.163328
2749,55.0,5.0,186.5,0.7397,1409674,0.005668
2750,565.0,24.0,191.5,0.7396,1410512,0.161314
2751,135.0,9.0,191.9,0.7395,1410885,0.152666
2752,215.0,13.0,192.0,0.7394,1411364,0.013267
2753,70.0,7.0,191.4,0.7393,1411657,0.008568
2754,90.0,7.0,188.8,0.7392,1411956,0.005712
2755,195.0,13.0,187.9,0.7391,1412607,0.013399
2756,170.0,12.0,187.8,0.7390,1413102,0.175115
2757,180.0,11.0,189.0,0.7389,1413581,0.010083
2758,135.0,9.0,188.2,0.7388,1414080,0.011222
2759,285.0,17.0,189.8,0.7387,1414782,0.008984
2760,160.0,11.0,190.9,0.7386,1415335,0.006610
2761,250.0,15.0,192.6,0.7385,1416019,0.168488
2762,90.0,7.0,192.8,0.7384,1416326,0.014731
2763,155.0,10.0,191.1,0.7383,1416833,0.156521
2764,85.0,7.0,191.2,0.7382,1417205,0.006523
2765,125.0,9.0,191.6,0.7381,1417632,0.010014
2766,180.0,11.0,191.3,0.7381,1418097,0.014692
2767,240.0,15.0,187.4,0.7380,1418636,0.014843
2768,255.0,16.0,188.2,0.7379,1419267,0.008856
2769,415.0,14.0,191.8,0.7378,1420138,0.012449
2770,285.0,17.0,193.4,0.7377,1420756,0.018603
2771,180.0,11.0,194.4,0.7376,1421133,0.128434
2772,210.0,12.0,195.2,0.7375,1421640,0.011683
2773,210.0,12.0,195.7,0.7374,1422206,0.004798
2774,410.0,15.0,198.0,0.7373,1422773,0.009386
2775,120.0,8.0,195.1,0.7372,1423170,0.009957
2776,110.0,8.0,194.3,0.7371,1423506,0.006087
2777,210.0,12.0,194.1,0.7370,1424151,0.008472
2778,260.0,16.0,195.6,0.7369,1424892,0.006623
2779,165.0,11.0,196.0,0.7368,1425354,0.010997
2780,205.0,14.0,194.6,0.7367,1426080,0.167794
2781,85.0,8.0,193.4,0.7366,1426627,0.137908
2782,140.0,11.0,194.1,0.7365,1427136,0.006504
2783,185.0,13.0,195.3,0.7364,1427723,0.147050
2784,65.0,6.0,193.7,0.7363,1428021,0.015239
2785,155.0,10.0,194.7,0.7363,1428517,0.005352
2786,210.0,12.0,194.0,0.7362,1429036,0.009113
2787,420.0,14.0,197.4,0.7361,1429647,0.006045
2788,215.0,13.0,195.4,0.7360,1430309,0.008495
2789,210.0,12.0,193.9,0.7359,1430856,0.010920
2790,180.0,11.0,193.9,0.7358,1431280,0.014092
2791,210.0,12.0,192.2,0.7357,1431887,0.017069
2792,315.0,20.0,193.6,0.7356,1432687,0.014367
2793,120.0,8.0,191.2,0.7355,1433067,0.008845
2794,35.0,4.0,189.3,0.7354,1433359,0.007108
2795,590.0,24.0,193.2,0.7353,1434429,0.007467
2796,230.0,15.0,195.2,0.7352,1434969,0.135254
2797,210.0,12.0,195.7,0.7351,1435454,0.008521
2798,440.0,14.0,197.0,0.7350,1436060,0.014358
2799,260.0,16.0,198.8,0.7349,1436687,0.008040
2800,210.0,12.0,199.1,0.7348,1437169,0.012289
2801,275.0,18.0,200.6,0.7347,1437865,0.034713
2802,155.0,10.0,200.8,0.7346,1438364,0.169898
2803,210.0,14.0,201.1,0.7345,1438906,0.012408
2804,470.0,17.0,203.7,0.7345,1439550,0.008595
2805,135.0,9.0,203.2,0.7344,1440036,0.009856
2806,210.0,12.0,199.7,0.7343,1440575,0.010875
2807,30.0,3.0,198.7,0.7342,1440982,0.004897
2808,180.0,11.0,198.7,0.7341,1441365,0.013364
2809,210.0,12.0,199.3,0.7340,1441923,0.004369
2810,395.0,24.0,200.8,0.7339,1442656,0.010178
2811,210.0,12.0,201.2,0.7338,1443180,0.004373
2812,110.0,7.0,197.1,0.7337,1443552,0.010714
2813,210.0,12.0,197.1,0.7336,1444130,0.008855
2814,180.0,11.0,197.9,0.7335,1444525,0.169017
2815,235.0,14.0,198.9,0.7334,1445153,0.009461
2816,55.0,4.0,196.6,0.7333,1445430,0.027169
2817,80.0,7.0,195.2,0.7332,1445742,0.008032
2818,55.0,5.0,194.2,0.7331,1446068,0.020295
2819,225.0,14.0,195.7,0.7330,1446637,0.173336
2820,70.0,6.0,192.4,0.7329,1447015,0.013424
2821,110.0,7.0,191.2,0.7328,1447360,0.017965
2822,120.0,8.0,189.8,0.7327,1447787,0.008083
2823,335.0,22.0,191.0,0.7327,1448528,0.004286
2824,220.0,13.0,192.0,0.7326,1449185,0.008078
2825,180.0,11.0,191.7,0.7325,1449861,0.003507
2826,260.0,16.0,191.8,0.7324,1450524,0.010220
2827,135.0,9.0,190.8,0.7323,1450999,0.007237
2828,50.0,6.0,190.0,0.7322,1451390,0.008569
2829,210.0,12.0,190.8,0.7321,1451864,0.168004
2830,110.0,7.0,190.6,0.7320,1452342,0.012174
2831,370.0,13.0,193.4,0.7319,1453049,0.014447
2832,180.0,11.0,192.6,0.7318,1453664,0.010012
2833,185.0,12.0,193.9,0.7317,1454189,0.006672
2834,315.0,18.0,195.2,0.7316,1454969,0.011339
2835,165.0,10.0,195.3,0.7315,1455389,0.011101
2836,125.0,8.0,195.1,0.7314,1455857,0.008749
2837,65.0,6.0,192.4,0.7313,1456138,0.008863
2838,215.0,13.0,193.6,0.7312,1456703,0.007870
2839,140.0,8.0,193.7,0.7311,1457204,0.010243
2840,155.0,10.0,194.2,0.7310,1457571,0.011452
2841,210.0,12.0,195.4,0.7309,1458171,0.007664
2842,140.0,9.0,194.7,0.7309,1458644,0.010457
2843,110.0,7.0,192.7,0.7308,1459151,0.006678
2844,150.0,10.0,193.9,0.7307,1459862,0.009540
2845,290.0,19.0,195.9,0.7306,1460522,0.006161
2846,180.0,11.0,196.7,0.7305,1461038,0.006416
2847,130.0,9.0,195.9,0.7304,1461449,0.007504
2848,90.0,7.0,195.4,0.7303,1461770,0.004299
2849,50.0,4.0,195.4,0.7302,1462128,0.013407
2850,305.0,18.0,192.8,0.7301,1462852,0.013124
2851,100.0,8.0,192.4,0.7300,1463364,0.016964
2852,370.0,23.0,194.0,0.7299,1464113,0.011838
2853,230.0,15.0,195.6,0.7298,1464710,0.010950
2854,180.0,11.0,196.5,0.7297,1465255,0.010563
2855,370.0,23.0,198.2,0.7296,1466025,0.008604
2856,155.0,10.0,198.1,0.7295,1466499,0.006456
2857,80.0,7.0,197.1,0.7294,1466869,0.005441
2858,270.0,16.0,198.4,0.7293,1467671,0.007078
2859,155.0,10.0,197.2,0.7292,1468050,0.005408
2860,235.0,16.0,197.9,0.7291,1468656,0.006585
2861,340.0,22.0,198.8,0.7291,1469400,0.010387
2862,210.0,12.0,200.0,0.7290,1469972,0.167653
2863,225.0,14.0,200.7,0.7289,1470607,0.013914
2864,155.0,12.0,201.4,0.7288,1471136,0.025501
2865,390.0,13.0,204.1,0.7287,1471859,0.007878
2866,155.0,10.0,203.8,0.7286,1472251,0.009406
2867,160.0,11.0,203.0,0.7285,1472882,0.005438
2868,480.0,19.0,205.2,0.7284,1473606,0.020413
2869,105.0,8.0,202.2,0.7283,1473974,0.009839
2870,135.0,9.0,200.7,0.7282,1474333,0.010976
2871,180.0,11.0,200.7,0.7281,1474775,0.008334
2872,195.0,13.0,200.5,0.7280,1475207,0.007035
